text,disease
"The patient presents with sharp chest pain, cough, nasal congestion, vomiting, wheezing, weakness, and chills.",pneumonia
"The patient presents with shortness of breath, sore throat, wheezing, and chills.",pneumonia
"The patient presents with shortness of breath, sore throat, nasal congestion, vomiting, wheezing, fever, difficulty breathing, and chills.",pneumonia
"The patient presents with sore throat, vomiting, wheezing, fever, and chills.",pneumonia
"The patient presents with sharp chest pain, sore throat, nasal congestion, vomiting, wheezing, weakness, fever, difficulty breathing, and chills.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, sore throat, cough, nasal congestion, wheezing, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with sore throat, cough, wheezing, difficulty breathing, and coryza.",pneumonia
"The patient presents with sharp chest pain, cough, nasal congestion, vomiting, weakness, fever, difficulty breathing, and chills.",pneumonia
"The patient presents with sore throat, nasal congestion, vomiting, fever, and chills.",pneumonia
"The patient presents with sharp chest pain, cough, nasal congestion, fever, and coryza.",pneumonia
"The patient presents with cough, nasal congestion, vomiting, weakness, fever, difficulty breathing, and chills.",pneumonia
"The patient presents with shortness of breath, cough, nasal congestion, vomiting, wheezing, weakness, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, and difficulty breathing.",pneumonia
"The patient presents with cough, nasal congestion, vomiting, wheezing, weakness, chills, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, nasal congestion, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with sore throat, nasal congestion, and difficulty breathing.",pneumonia
"The patient presents with sharp chest pain, sore throat, nasal congestion, weakness, fever, and coryza.",pneumonia
"The patient presents with sore throat, cough, vomiting, weakness, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, sore throat, cough, wheezing, weakness, and fever.",pneumonia
"The patient presents with shortness of breath, sore throat, nasal congestion, wheezing, weakness, and coryza.",pneumonia
"The patient presents with shortness of breath, cough, wheezing, fever, and coryza.",pneumonia
"The patient presents with sharp chest pain, cough, nasal congestion, wheezing, weakness, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, nasal congestion, and wheezing.",pneumonia
"The patient presents with sharp chest pain, nasal congestion, vomiting, weakness, and fever.",pneumonia
"The patient presents with sharp chest pain, sore throat, vomiting, and difficulty breathing.",pneumonia
"The patient presents with shortness of breath, sore throat, cough, vomiting, difficulty breathing, and coryza.",pneumonia
"The patient presents with shortness of breath, cough, nasal congestion, wheezing, weakness, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, wheezing, weakness, fever, and chills.",pneumonia
"The patient presents with sharp chest pain, vomiting, weakness, difficulty breathing, and coryza.",pneumonia
"The patient presents with sore throat, cough, nasal congestion, vomiting, weakness, difficulty breathing, and chills.",pneumonia
"The patient presents with sharp chest pain, sore throat, cough, nasal congestion, weakness, difficulty breathing, and chills.",pneumonia
"The patient presents with cough, wheezing, and chills.",pneumonia
"The patient presents with sharp chest pain, sore throat, nasal congestion, weakness, difficulty breathing, and coryza.",pneumonia
"The patient presents with shortness of breath, cough, vomiting, wheezing, weakness, and fever.",pneumonia
"The patient presents with vomiting, wheezing, weakness, and difficulty breathing.",pneumonia
"The patient presents with sore throat, nasal congestion, vomiting, wheezing, weakness, fever, and chills.",pneumonia
"The patient presents with sore throat, nasal congestion, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with shortness of breath, sore throat, cough, nasal congestion, wheezing, weakness, difficulty breathing, and chills.",pneumonia
"The patient presents with cough, vomiting, wheezing, weakness, difficulty breathing, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, cough, nasal congestion, vomiting, wheezing, weakness, and fever.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, cough, weakness, fever, chills, and coryza.",pneumonia
"The patient presents with sore throat, cough, nasal congestion, weakness, fever, and chills.",pneumonia
"The patient presents with shortness of breath, cough, and chills.",pneumonia
"The patient presents with sore throat, cough, nasal congestion, vomiting, wheezing, weakness, difficulty breathing, and coryza.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, cough, nasal congestion, vomiting, wheezing, fever, difficulty breathing, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, cough, wheezing, weakness, fever, and difficulty breathing.",pneumonia
"The patient presents with sharp chest pain, sore throat, wheezing, weakness, and coryza.",pneumonia
"The patient presents with shortness of breath, sore throat, cough, nasal congestion, vomiting, weakness, difficulty breathing, and chills.",pneumonia
"The patient presents with vomiting, weakness, fever, and coryza.",pneumonia
"The patient presents with sharp chest pain, cough, nasal congestion, wheezing, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with sore throat, nasal congestion, vomiting, and difficulty breathing.",pneumonia
"The patient presents with sore throat, nasal congestion, vomiting, wheezing, and chills.",pneumonia
"The patient presents with sharp chest pain, cough, nasal congestion, vomiting, fever, and coryza.",pneumonia
"The patient presents with shortness of breath, difficulty breathing, and coryza.",pneumonia
"The patient presents with shortness of breath, sore throat, fever, difficulty breathing, and chills.",pneumonia
"The patient presents with sharp chest pain, sore throat, fever, difficulty breathing, and coryza.",pneumonia
"The patient presents with nasal congestion, wheezing, and difficulty breathing.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, sore throat, cough, nasal congestion, vomiting, wheezing, chills, and coryza.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, sore throat, cough, nasal congestion, wheezing, weakness, fever, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with sore throat, cough, vomiting, weakness, difficulty breathing, and coryza.",pneumonia
"The patient presents with sharp chest pain, cough, vomiting, wheezing, fever, difficulty breathing, and chills.",pneumonia
"The patient presents with shortness of breath, wheezing, difficulty breathing, chills, and coryza.",pneumonia
"The patient presents with shortness of breath, nasal congestion, wheezing, weakness, fever, and chills.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, sore throat, wheezing, chills, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, cough, vomiting, wheezing, weakness, fever, and difficulty breathing.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, cough, nasal congestion, fever, difficulty breathing, and chills.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, sore throat, cough, nasal congestion, vomiting, weakness, and coryza.",pneumonia
"The patient presents with sharp chest pain, cough, vomiting, wheezing, chills, and coryza.",pneumonia
"The patient presents with shortness of breath, cough, wheezing, fever, difficulty breathing, and coryza.",pneumonia
"The patient presents with sharp chest pain, sore throat, nasal congestion, wheezing, fever, and difficulty breathing.",pneumonia
"The patient presents with shortness of breath, sharp chest pain, sore throat, cough, nasal congestion, vomiting, wheezing, and coryza.",pneumonia
"The patient presents with shortness of breath, wheezing, fever, and difficulty breathing.",pneumonia
"The patient presents with shortness of breath, nasal congestion, vomiting, wheezing, chills, and coryza.",pneumonia
"The patient presents with shortness of breath, sore throat, cough, wheezing, weakness, difficulty breathing, and chills.",pneumonia
"The patient presents with sharp chest pain, nasal congestion, vomiting, wheezing, weakness, fever, chills, and coryza.",pneumonia
"The patient presents with shortness of breath, sore throat, vomiting, fever, chills, and coryza.",pneumonia
"The patient presents with cough, nasal congestion, weakness, fever, and coryza.",pneumonia
